iter	Logloss
371	0.5254125708
372	0.5251733325
373	0.5249851852
374	0.5247796822
375	0.5245326339
376	0.5244228045
377	0.5240928824
378	0.5238310816
379	0.5235581081
380	0.5233596016
381	0.5233100835
382	0.5231068584
383	0.5230026154
384	0.5227599602
385	0.5226684086
386	0.5224521125
387	0.5223246561
388	0.5221945422
389	0.5220311269
390	0.5217086352
391	0.5214986306
392	0.5213105376
393	0.5209510564
394	0.520758516
395	0.5204411768
396	0.5199314057
397	0.5198523285
398	0.5195747991
399	0.5193913162
400	0.5193285643
401	0.5190976785
402	0.5189544935
403	0.5188123933
404	0.5186590118
405	0.5182874901
406	0.5180967395
407	0.5177093264
408	0.5175137487
409	0.5172820494
410	0.5168833009
411	0.5168086711
412	0.5165714396
413	0.516350913
414	0.5161328813
415	0.5159815608
416	0.5156234898
417	0.5154698914
418	0.5153442791
419	0.5152289718
420	0.5150613803
421	0.5149210156
422	0.5145902799
423	0.5145293178
424	0.5143835295
425	0.5142046567
426	0.5140455261
427	0.513908958
428	0.5136552385
429	0.5135292466
430	0.5133107267
431	0.5131697112
432	0.513011123
433	0.512828996
434	0.5123023572
435	0.5120917017
436	0.5119930994
437	0.5116514621
438	0.511533226
439	0.511396441
440	0.5112353036
441	0.5109776248
442	0.5107775997
443	0.5106441774
444	0.5103219027
445	0.5100130244
446	0.5096592924
447	0.5093093569
448	0.5091304299
449	0.5088579445
450	0.5085824761
451	0.5083572852
452	0.5082385067
453	0.5079158523
454	0.507783135
455	0.5073756002
456	0.5072185306
457	0.507026641
458	0.5067929349
459	0.5066398788
460	0.5064989175
461	0.5062559369
462	0.50601838
463	0.5057912365
464	0.5055275375
465	0.5053551731
466	0.5051834053
467	0.5049946072
468	0.5047546639
469	0.5045571337
470	0.5043717525
471	0.5042396318
472	0.503969804
473	0.5035837469
474	0.5034221214
475	0.5033389765
476	0.5032302861
477	0.5031540292
478	0.5030782062
479	0.5028258969
480	0.5026062924
481	0.5023635287
482	0.5021983778
483	0.5019786105
484	0.5018268019
485	0.5015892992
486	0.5014208941
487	0.501248584
488	0.5010491013
489	0.5006324546
490	0.5004812426
491	0.5003624099
492	0.5001347783
493	0.4999909425
494	0.4998227001
495	0.4996212106
496	0.4994396802
497	0.4991879133
498	0.4989902746
499	0.4988780045
500	0.4986894776
501	0.4984353243
502	0.4983130746
503	0.4981833404
504	0.4980365757
505	0.4977929985
506	0.497620146
507	0.4974081889
508	0.4971045173
509	0.4969484782
510	0.4968717875
511	0.4966137291
512	0.4964498256
513	0.496276702
514	0.4960895852
515	0.4958584282
516	0.4956507015
517	0.495495259
518	0.4953087389
519	0.4949985589
520	0.4948231031
521	0.4946818164
522	0.4943975074
523	0.4941533336
524	0.4939943114
525	0.4938541637
526	0.4936652029
527	0.4934048665
528	0.4932113498
529	0.4930671343
530	0.4930105654
531	0.4928997598
532	0.4923221385
533	0.4920808392
534	0.4919268069
535	0.4917838931
536	0.4916699417
537	0.4915084789
538	0.4914360728
539	0.491242068
540	0.4910068433
541	0.4909164306
542	0.4907826286
543	0.490487418
544	0.4901881939
545	0.4900408327
546	0.4899538912
547	0.4895031296
548	0.4894116322
549	0.4893260467
550	0.4890999879
551	0.4889263761
552	0.4887676252
553	0.4886368062
554	0.4884388421
555	0.4882522677
556	0.4880724729
557	0.4880199717
558	0.4878390922
559	0.4876425382
560	0.4874804246
561	0.4871208892
562	0.4869774873
563	0.4868387497
564	0.486485777
565	0.486095164
566	0.4855924979
567	0.4854276182
568	0.4851676073
569	0.4850494796
570	0.484993887
571	0.4848793932
572	0.4847537267
573	0.4845365085
574	0.4843698933
575	0.4841882544
576	0.4840758759
577	0.4838563256
578	0.4836219686
579	0.4835200578
580	0.483349429
581	0.4832123727
582	0.4831014044
583	0.4829385857
584	0.4828086344
585	0.4826519445
586	0.4825064816
587	0.4822822126
588	0.4821895763
589	0.4819478431
590	0.4817544891
591	0.4816513309
592	0.4814863427
593	0.4813344256
594	0.4810317303
595	0.4808413594
596	0.4807411841
597	0.4806019584
598	0.4804993425
599	0.4803340831
600	0.4801468037
601	0.4798142782
602	0.4797008692
603	0.4795897923
604	0.4794462819
605	0.4792111114
606	0.4790632078
607	0.4789304363
608	0.4787083368
609	0.4785617892
610	0.4784244617
611	0.4783330186
612	0.4782046945
613	0.4780651976
614	0.4779588935
615	0.4778603996
616	0.4774549257
617	0.4773143983
618	0.4771744676
619	0.4770352961
620	0.4767923155
621	0.4766245612
622	0.4763350455
623	0.4760429264
624	0.4759544121
625	0.475846481
626	0.4757503192
627	0.4754758813
628	0.4753400183
629	0.4751366305
630	0.4750432348
631	0.4749631272
632	0.4746650963
633	0.4744152818
634	0.474013713
635	0.4736831943
636	0.4735165248
637	0.473371333
638	0.4732155651
639	0.4731580742
640	0.4729970995
641	0.4728755008
642	0.4726060526
643	0.4724701354
644	0.4723605771
645	0.4721083221
646	0.4719351984
647	0.4715295618
648	0.4713508517
649	0.4709238459
650	0.4708097318
651	0.4707354274
652	0.4705579648
653	0.4703943868
654	0.4702344969
655	0.4701404504
656	0.4699632589
657	0.4698155181
658	0.469666584
659	0.4694128645
660	0.4692305748
661	0.4691134235
662	0.469059946
663	0.4689315677
664	0.4687486271
665	0.4685353683
666	0.4684240745
667	0.4681954666
668	0.4678904934
669	0.4677369492
670	0.4675673509
671	0.4671434365
672	0.4670766169
673	0.4669227472
674	0.4668102602
675	0.466708024
676	0.46649406
677	0.4662719606
678	0.4661683684
679	0.4660182411
680	0.4658254837
681	0.4656617973
682	0.4655068429
683	0.4653431022
684	0.4652379914
685	0.4650195258
686	0.4648697239
687	0.4647244779
688	0.464505036
689	0.4643615256
690	0.4642150864
691	0.4640101258
692	0.4639606076
693	0.4637755519
694	0.4635595812
695	0.4634251825
696	0.4631021485
697	0.463001919
698	0.4628130667
699	0.4626727562
700	0.4624748464
701	0.4623489086
702	0.4620657929
703	0.4619032996
704	0.4617681416
705	0.4616338514
706	0.4612948176
707	0.4609625091
708	0.4607972497
709	0.4606780374
710	0.4603425831
711	0.4602353028
712	0.4600167288
713	0.459827551
714	0.4597022642
715	0.4594965984
716	0.4593943622
717	0.4592576856
718	0.459138202
719	0.4588979875
720	0.4587604974
721	0.4586372715
722	0.4585327031
723	0.4583219391
724	0.4581241919
725	0.4579210211
726	0.4577524533
727	0.4575271539
728	0.4573646606
729	0.4572238078
730	0.4569640681
731	0.4568362321
732	0.4565289809
733	0.4564047788
734	0.4561894589
735	0.4560592365
736	0.4559052584
737	0.4555069438
738	0.4553795959
739	0.4551592863
740	0.4547589378
741	0.4544872388
742	0.4543661282
743	0.4542017908
744	0.4540332773
745	0.4538466487
746	0.4536383796
747	0.4534868692
748	0.4532090415
749	0.4529513628
750	0.4527353378
751	0.4523686161
752	0.4522956677
753	0.452078097
754	0.4519235223
755	0.4516707248
756	0.451361928
757	0.4510794359
758	0.4509716404
759	0.450874421
760	0.4505583564
761	0.4503886225
762	0.4502234716
763	0.4501036084
764	0.4500303346
765	0.4497579035
766	0.4495886848
767	0.4494164289
768	0.4491118354
769	0.448914956
770	0.4487394459
771	0.4485689527
772	0.448410934
773	0.4481997361
774	0.4480944084
775	0.4478803088
776	0.4475324886
777	0.4473219145
778	0.4470460664
779	0.4468082112
780	0.4466793718
781	0.4464162151
782	0.4461537364
783	0.4458545394
784	0.4455609017
785	0.4452336915
786	0.4450529204
787	0.4448139533
788	0.4444254013
789	0.4442124408
790	0.4440336222
791	0.4438884847
792	0.4435057089
793	0.4433680018
794	0.4431649123
795	0.4429258097
796	0.4425700166
797	0.4424044861
798	0.4421805155
799	0.4419648431
800	0.4416705545
801	0.4415659047
802	0.4414011064
803	0.4412307759
804	0.4410867231
805	0.4409581549
806	0.4408072141
807	0.440669046
808	0.4405080171
809	0.4403753269
810	0.4401631799
811	0.4399808631
812	0.4397561061
813	0.4395747926
814	0.4393593101
815	0.4391208853
816	0.438983802
817	0.4388526304
818	0.4387086319
819	0.4381697356
820	0.4380248693
821	0.4376182293
822	0.437360876
823	0.4371682
824	0.4369071314
825	0.4364917593
826	0.4363490625
827	0.4360356555
828	0.4358181932
829	0.4354257362
830	0.4352664158
831	0.4349591917
832	0.4348212948
833	0.4346599676
834	0.4344069261
835	0.4341039054
836	0.4338724502
837	0.4336767098
838	0.4335570635
839	0.4333732552
840	0.433145271
841	0.4328778026
842	0.4326853164
843	0.4324040989
844	0.4322447513
845	0.4321322101
846	0.4320137028
847	0.4318278877
848	0.4316549268
849	0.431502413
850	0.4312339412
851	0.4310729123
852	0.4308513281
853	0.4304766878
854	0.4301577758
855	0.4300433362
856	0.4297886947
857	0.4295669478
858	0.4294431525
859	0.4292170666
860	0.4290892577
861	0.4289276051
862	0.4286921092
863	0.4285267956
864	0.4283343637
865	0.4282092124
866	0.4279400354
867	0.4278283077
868	0.4275641477
869	0.4273086113
870	0.4270375361
871	0.4269256185
872	0.4265722662
873	0.4264742333
874	0.4263186552
875	0.4262026428
876	0.4260697356
877	0.42582285
878	0.4256015912
879	0.4254764942
880	0.4252644014
881	0.4250426274
882	0.4247575319
883	0.4243471225
884	0.4240859455
885	0.4239028694
886	0.4237084849
887	0.4234607586
888	0.4233013839
889	0.4231519075
890	0.4228975371
891	0.4226664886
892	0.4224004845
893	0.4221787919
894	0.4220848538
895	0.4219024014
896	0.4217935483
897	0.4214592872
898	0.4211884832
899	0.4209258147
900	0.4206645563
901	0.4204839479
902	0.4203350138
903	0.4202016457
904	0.4200164001
905	0.4197523214
906	0.4196107906
907	0.4193887183
908	0.4192069167
909	0.418897686
910	0.4187362774
911	0.4182765126
912	0.4180986703
913	0.4179103061
914	0.4177286401
915	0.4174518972
916	0.4173003597
917	0.4169074145
918	0.4168360119
919	0.4164319752
920	0.4162885191
921	0.4158698657
922	0.4156084446
923	0.4153741961
924	0.4150805041
925	0.4149085737
926	0.4144850932
927	0.4141230358
928	0.4139083397
929	0.4137589717
930	0.4136317865
931	0.4134223243
932	0.4132062722
933	0.4129301258
934	0.4127176805
935	0.4124587543
936	0.4121381609
937	0.4119705152
938	0.4117762934
939	0.4115766751
940	0.4113603518
941	0.4112622918
942	0.4110687751
943	0.4109654541
944	0.4107827305
945	0.4106576064
946	0.4104340968
947	0.4101680113
948	0.40990057
949	0.4097651137
950	0.4095936985
951	0.4092413766
952	0.4090232364
953	0.4086969211
954	0.4085290855
955	0.408400002
956	0.4082165734
957	0.4080381074
958	0.4076264234
959	0.4074665877
960	0.4073513889
961	0.4071238115
962	0.4069097933
963	0.4066044947
964	0.4063007147
965	0.4061564992
966	0.4058991188
967	0.405727351
968	0.40552757
969	0.4052310035
970	0.4051052556
971	0.4049168372
972	0.4047003512
973	0.4043821443
974	0.4041560584
975	0.4040258631
976	0.403836821
977	0.4036412433
978	0.4032923654
979	0.4031277569
980	0.4029355419
981	0.4027140662
982	0.4024509909
983	0.4022942738
984	0.4021232382
985	0.4017805434
986	0.4016566124
987	0.4014384723
988	0.4011386787
989	0.4010406187
990	0.4009161453
991	0.4006733274
992	0.40035249
993	0.4002037457
994	0.3998622712
995	0.3995510337
996	0.3993860726
997	0.3990615471
998	0.3988343223
999	0.3986666494
